t1,t2,t3,t4,CF12_34,CF12_34_lo,CF12_34_hi,CF13_24,CF13_24_lo,CF13_24_hi,CF14_23,CF14_23_lo,CF14_23_hi
t12,t45,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t13,t45,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t15,t45,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t16,t45,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t17,t45,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t18,t45,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t45,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t2,t45,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t20,t45,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t21,t45,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t22,t45,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t23,t45,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t25,t45,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t26,t45,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t27,t45,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t28,t45,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t29,t45,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t30,t45,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t31,t45,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t32,t45,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t35,t45,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t36,t45,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t37,t45,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t38,t45,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t39,t45,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t45,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t40,t45,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t41,t45,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t42,t45,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t43,t45,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t44,t45,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t1,t47,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t11,t47,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t12,t47,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t13,t47,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t15,t47,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t16,t47,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t17,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t18,t47,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t47,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t2,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t20,t47,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t21,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t22,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t23,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t25,t47,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t26,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t27,t47,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t28,t47,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t29,t47,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t30,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t31,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t32,t47,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t35,t47,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t36,t47,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t37,t47,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t38,t47,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t39,t47,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t40,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t41,t47,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t42,t47,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t43,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t44,t47,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t47,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t1,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t11,t48,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t12,t48,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t13,t48,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t15,t48,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t16,t48,t59,t7,0.4,0,0,0.0,0,0,0.6,0,0
t17,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t18,t48,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t48,t59,t7,0.0,0,0,0.4,0,0,0.6,0,0
t2,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t20,t48,t59,t7,0.6,0,0,0.2,0,0,0.2,0,0
t21,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t22,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t23,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t25,t48,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t26,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t27,t48,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t28,t48,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t29,t48,t59,t7,0.4,0,0,0.2,0,0,0.4,0,0
t30,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t31,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t32,t48,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t35,t48,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t36,t48,t59,t7,0.6,0,0,0.4,0,0,0.0,0,0
t37,t48,t59,t7,0.0,0,0,0.4,0,0,0.6,0,0
t38,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t39,t48,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t40,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t41,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t42,t48,t59,t7,0.0,0,0,0.4,0,0,0.6,0,0
t43,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t44,t48,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t47,t48,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t1,t49,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t11,t49,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t12,t49,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t13,t49,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t15,t49,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t16,t49,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t17,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t18,t49,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t49,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t2,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t20,t49,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t21,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t22,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t23,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t25,t49,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t26,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t27,t49,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t28,t49,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t29,t49,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t30,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t31,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t32,t49,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t35,t49,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t36,t49,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t37,t49,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t38,t49,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t39,t49,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t40,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t41,t49,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t42,t49,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t43,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t44,t49,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t49,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t47,t49,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t48,t49,t59,t7,0.6,0,0,0.4,0,0,0.0,0,0
t1,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t11,t5,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t12,t5,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t13,t5,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t15,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t16,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t17,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t18,t5,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t5,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t2,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t20,t5,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t21,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t22,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t23,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t25,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t26,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t27,t5,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t28,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t29,t5,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t30,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t31,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t32,t5,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t35,t5,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t36,t5,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t37,t5,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t38,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t39,t5,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t40,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t41,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t42,t5,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t43,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t44,t5,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t47,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t48,t5,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t49,t5,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t1,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t11,t50,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t12,t50,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t13,t50,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t15,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t16,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t17,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t18,t50,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t2,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t20,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t21,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t22,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t23,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t25,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t26,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t27,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t28,t50,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t29,t50,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t30,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t31,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t32,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t35,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t36,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t37,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t38,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t39,t50,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t40,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t41,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t42,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t43,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t44,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t47,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t48,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t49,t50,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t5,t50,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t1,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t11,t51,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t12,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t13,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t15,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t16,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t17,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t18,t51,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t2,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t20,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t21,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t22,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t23,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t25,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t26,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t27,t51,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t28,t51,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t29,t51,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t30,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t31,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t32,t51,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t35,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t36,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t37,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t38,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t39,t51,t59,t7,0.2,0,0,0.0,0,0,0.8,0,0
t4,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t40,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t41,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t42,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t43,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t44,t51,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t47,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t48,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t49,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t5,t51,t59,t7,0.0,0,0,0.6,0,0,0.4,0,0
t50,t51,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t1,t52,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t11,t52,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t12,t52,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t13,t52,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t15,t52,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t16,t52,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t17,t52,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t18,t52,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t52,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t2,t52,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t20,t52,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t21,t52,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t22,t52,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t23,t52,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t25,t52,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t26,t52,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t27,t52,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t28,t52,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t29,t52,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t30,t52,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t31,t52,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t32,t52,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t35,t52,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t36,t52,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t37,t52,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t38,t52,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t39,t52,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t52,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t40,t52,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t41,t52,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t42,t52,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t43,t52,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t44,t52,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t52,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t47,t52,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t48,t52,t59,t7,0.6,0,0,0.4,0,0,0.0,0,0
t49,t52,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t5,t52,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t50,t52,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t51,t52,t59,t7,0.0,0,0,0.4,0,0,0.6,0,0
t1,t53,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t11,t53,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t12,t53,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t13,t53,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t15,t53,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t16,t53,t59,t7,0.6,0,0,0.0,0,0,0.4,0,0
t17,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t18,t53,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t53,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t2,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t20,t53,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t21,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t22,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t23,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t25,t53,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t26,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t27,t53,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t28,t53,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t29,t53,t59,t7,0.2,0,0,0.4,0,0,0.4,0,0
t30,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t31,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t32,t53,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t35,t53,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t36,t53,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t37,t53,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t38,t53,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t39,t53,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t40,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t41,t53,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t42,t53,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t43,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t44,t53,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t47,t53,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t48,t53,t59,t7,0.6,0,0,0.4,0,0,0.0,0,0
t49,t53,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t5,t53,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t50,t53,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t51,t53,t59,t7,0.0,0,0,0.4,0,0,0.6,0,0
t52,t53,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t1,t54,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t11,t54,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t12,t54,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t13,t54,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t15,t54,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t16,t54,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t17,t54,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t18,t54,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t54,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t2,t54,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t20,t54,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t21,t54,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t22,t54,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t23,t54,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t25,t54,t59,t7,0.4,0,0,0.6,0,0,0.0,0,0
t26,t54,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t27,t54,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t28,t54,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t29,t54,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t30,t54,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t31,t54,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t32,t54,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t35,t54,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t36,t54,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t37,t54,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t38,t54,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t39,t54,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t4,t54,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t40,t54,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t41,t54,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t42,t54,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t43,t54,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t44,t54,t59,t7,0.0,0,0,1.0,0,0,0.0,0,0
t45,t54,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t47,t54,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t48,t54,t59,t7,0.6,0,0,0.4,0,0,0.0,0,0
t49,t54,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t5,t54,t59,t7,0.2,0,0,0.8,0,0,0.0,0,0
t50,t54,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t51,t54,t59,t7,0.0,0,0,0.4,0,0,0.6,0,0
t52,t54,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
t53,t54,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t1,t55,t59,t7,0.8,0,0,0.2,0,0,0.0,0,0
t11,t55,t59,t7,0.0,0,0,0.2,0,0,0.8,0,0
t12,t55,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t13,t55,t59,t7,0.2,0,0,0.2,0,0,0.6,0,0
t15,t55,t59,t7,0.4,0,0,0.4,0,0,0.2,0,0
t16,t55,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t17,t55,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t18,t55,t59,t7,0.0,0,0,0.0,0,0,1.0,0,0
t19,t55,t59,t7,0.0,0,0,0.8,0,0,0.2,0,0
t2,t55,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t20,t55,t59,t7,0.2,0,0,0.6,0,0,0.2,0,0
t21,t55,t59,t7,0.8,0,0,0.0,0,0,0.2,0,0
t22,t55,t59,t7,1.0,0,0,0.0,0,0,0.0,0,0
